Master Planning Family,Product Department,Product Group,Product Line,Product Price Group,Product Sub Group,Product Type,Short Name
50,1,13,1,N,63,47,10711
50,1,13,1,N,63,47,10711
50,1,13,1,N,63,47,10711
50,1,13,1,N,63,47,10711
50,1,13,1,N,63,47,10711
 ,   ,13,1,N,63,47,10711
 ,   ,13,1,N,63,47,10711
 ,   ,13,1,N,63,47,10711
   ,      ,21,1,   ,45,44,10227
   ,      ,21,1,   ,45,44,10227
   ,      ,21,1,   ,45,44,10227
10,1,21,1,N,45,44,10227
10,1,21,1,N,45,44,10227
10,1,21,1,N,45,44,10227
 ,   ,21,1,N,45,44,10227
 ,   ,21,1,N,45,44,10227
 ,   ,21,1,N,45,44,10227
50,1,3,1,N,48,1,10920
50,1,3,1,N,48,1,10920
50,1,3,1,N,48,1,10920
 ,   ,3,1,N,48,1,10920
 ,   ,3,1,N,48,1,10920
 ,   ,3,1,N,48,1,10920
   ,N,3,1,0,48,1,10920
   ,N,3,1,0,48,1,10920
   ,N,3,1,0,48,1,10920
10,1,13,1,N,63,47,10397
10,1,13,1,N,63,47,10397
10,1,13,1,N,63,47,10397
50,1,13,1,N,63,47,10397
50,1,13,1,N,63,47,10397
50,1,13,1,N,63,47,10397
N,R55410010,13,1,        ,63,47,10397
N,R55410010,13,1,        ,63,47,10397
N,R55410010,13,1,        ,63,47,10397
10,1,10,1,N,11,18,10670
10,1,10,1,N,11,18,10670
10,1,10,1,N,11,18,10670
50,1,10,1,N,11,18,10670
50,1,10,1,N,11,18,10670
50,1,10,1,N,11,18,10670
0, ,10,1,1,11,18,10670
0, ,10,1,1,11,18,10670
0, ,10,1,1,11,18,10670
50,1,19,1,N,1,45,10828
50,1,19,1,N,1,45,10828
50,1,19,1,N,1,45,10828
50,1,19,1,N,1,45,10828
50,1,19,1,N,1,45,10828
50,1,19,1,N,1,45,10828
G03,1,19,1, ,1,45,10828
G03,1,19,1, ,1,45,10828
G03,1,19,1, ,1,45,10828
G17,1,19,1, ,61,47,10182
G17,1,19,1, ,61,47,10182
G17,1,19,1, ,61,47,10182
0, ,19,1,1,61,47,10182
0, ,19,1,1,61,47,10182
0, ,19,1,1,61,47,10182
 ,0,19,1,15,61,47,10182
 ,0,19,1,15,61,47,10182
 ,0,19,1,15,61,47,10182
 ,   ,21,1,N,46,44,10234
 ,   ,21,1,N,46,44,10234
 ,   ,21,1,N,46,44,10234
G13,1,21,1, ,46,44,10234
G13,1,21,1, ,46,44,10234
G13,1,21,1, ,46,44,10234
 ,0,21,1,0,46,44,10234
 ,0,21,1,0,46,44,10234
 ,0,21,1,0,46,44,10234
50,1,10,1,N,11,18,10357
50,1,10,1,N,11,18,10357
50,1,10,1,N,11,18,10357
50,1,10,1,N,11,18,10357
50,1,10,1,N,11,18,10357
50,1,10,1,N,11,18,10357
G17,1,10,1, ,11,18,10357
G17,1,10,1, ,11,18,10357
G17,1,10,1, ,11,18,10357
50,1,3,1,N,50,1,10598
50,1,3,1,N,50,1,10598
50,1,3,1,N,50,1,10598
 ,   ,3,1,N,50,1,10598
 ,   ,3,1,N,50,1,10598
 ,   ,3,1,N,50,1,10598
   ,1,3,1, ,50,1,10598
   ,1,3,1, ,50,1,10598
   ,1,3,1, ,50,1,10598
 ,   ,13,1,N,34,5,10712
 ,   ,13,1,N,34,5,10712
 ,   ,13,1,N,34,5,10712
G17,1,13,1, ,34,5,10712
G17,1,13,1, ,34,5,10712
G17,1,13,1, ,34,5,10712
G17,1,13,1, ,34,5,10712
G17,1,13,1, ,34,5,10712
G17,1,13,1, ,34,5,10712
   ,      ,13,1,   ,64,39,10092
   ,      ,13,1,   ,64,39,10092
   ,      ,13,1,   ,64,39,10092
TRK, ,13,1,N,64,39,10092
TRK, ,13,1,N,64,39,10092
TRK, ,13,1,N,64,39,10092
G17,1,13,1, ,64,39,10092
G17,1,13,1, ,64,39,10092
G17,1,13,1, ,64,39,10092
G17,1,13,1, ,64,39,10092
G17,1,13,1, ,64,39,10092
G17,1,13,1, ,64,39,10092
 ,   ,21,1,N,82,44,10228
 ,   ,21,1,N,82,44,10228
 ,   ,21,1,N,82,44,10228
 ,   ,21,1,N,82,44,10228
 ,   ,21,1,N,82,44,10228
 ,   ,21,1,N,82,44,10228
N,EP4101,21,1,        ,82,44,10228
N,EP4101,21,1,        ,82,44,10228
N,EP4101,21,1,        ,82,44,10228
10,1,11,1,N,8,33,10696
10,1,11,1,N,8,33,10696
10,1,11,1,N,8,33,10696
50,1,11,1,N,8,33,10696
50,1,11,1,N,8,33,10696
50,1,11,1,N,8,33,10696
G00,1,11,1, ,8,33,10696
G00,1,11,1, ,8,33,10696
G00,1,11,1, ,8,33,10696
50,1,1,2,N,43,3,10584
50,1,1,2,N,43,3,10584
50,1,1,2,N,43,3,10584
 ,   ,1,2,N,43,3,10584
 ,   ,1,2,N,43,3,10584
 ,   ,1,2,N,43,3,10584
ATV, ,1,2,N,43,3,10584
ATV, ,1,2,N,43,3,10584
ATV, ,1,2,N,43,3,10584
10,1,21,1,N,83,44,10235
10,1,21,1,N,83,44,10235
10,1,21,1,N,83,44,10235
50,1,21,1,N,83,44,10235
50,1,21,1,N,83,44,10235
50,1,21,1,N,83,44,10235
 ,   ,21,1,N,83,44,10235
 ,   ,21,1,N,83,44,10235
 ,   ,21,1,N,83,44,10235
50,1,10,1,N,11,18,10358
50,1,10,1,N,11,18,10358
50,1,10,1,N,11,18,10358
50,1,10,1,N,11,18,10358
50,1,10,1,N,11,18,10358
50,1,10,1,N,11,18,10358
TRK, ,10,1,N,11,18,10358
TRK, ,10,1,N,11,18,10358
TRK, ,10,1,N,11,18,10358
   ,      ,4,2,   ,90,28,10599
   ,      ,4,2,   ,90,28,10599
   ,      ,4,2,   ,90,28,10599
G04,1,4,2, ,90,28,10599
G04,1,4,2, ,90,28,10599
G04,1,4,2, ,90,28,10599
N,EP4101,4,2,        ,90,28,10599
N,EP4101,4,2,        ,90,28,10599
N,EP4101,4,2,        ,90,28,10599
   ,      ,4,2,   ,30,41,10631
   ,      ,4,2,   ,30,41,10631
   ,      ,4,2,   ,30,41,10631
50,1,4,2,N,30,41,10631
50,1,4,2,N,30,41,10631
50,1,4,2,N,30,41,10631
 ,   ,4,2,N,30,41,10631
 ,   ,4,2,N,30,41,10631
 ,   ,4,2,N,30,41,10631
50,1,2,1,N,27,4,10585
50,1,2,1,N,27,4,10585
50,1,2,1,N,27,4,10585
G03,1,2,1, ,27,4,10585
G03,1,2,1, ,27,4,10585
G03,1,2,1, ,27,4,10585
   ,N,2,1,0,27,4,10585
   ,N,2,1,0,27,4,10585
   ,N,2,1,0,27,4,10585
10,1,10,1,N,11,18,10671
10,1,10,1,N,11,18,10671
10,1,10,1,N,11,18,10671
50,1,10,1,N,11,18,10671
50,1,10,1,N,11,18,10671
50,1,10,1,N,11,18,10671
0, ,10,1,4,11,18,10671
0, ,10,1,4,11,18,10671
0, ,10,1,4,11,18,10671
G17,1,23,1, ,5,46,10884
G17,1,23,1, ,5,46,10884
G17,1,23,1, ,5,46,10884
N,EP4101,23,1,        ,5,46,10884
N,EP4101,23,1,        ,5,46,10884
N,EP4101,23,1,        ,5,46,10884
N,R55410010,23,1,        ,5,46,10884
N,R55410010,23,1,        ,5,46,10884
N,R55410010,23,1,        ,5,46,10884
30,1,10,1,N,11,18,10359
30,1,10,1,N,11,18,10359
30,1,10,1,N,11,18,10359
TRK, ,10,1,N,11,18,10359
TRK, ,10,1,N,11,18,10359
TRK, ,10,1,N,11,18,10359
TRK, ,10,1,N,11,18,10359
TRK, ,10,1,N,11,18,10359
TRK, ,10,1,N,11,18,10359
30,1,6,1,N,58,13,10651
30,1,6,1,N,58,13,10651
30,1,6,1,N,58,13,10651
50,1,6,1,N,58,13,10651
50,1,6,1,N,58,13,10651
50,1,6,1,N,58,13,10651
G17,1,6,1, ,58,13,10651
G17,1,6,1, ,58,13,10651
G17,1,6,1, ,58,13,10651
50,1,11,1,N,16,43,10697
50,1,11,1,N,16,43,10697
50,1,11,1,N,16,43,10697
 ,   ,11,1,N,16,43,10697
 ,   ,11,1,N,16,43,10697
 ,   ,11,1,N,16,43,10697
N,EP4101,11,1,        ,16,43,10697
N,EP4101,11,1,        ,16,43,10697
N,EP4101,11,1,        ,16,43,10697
   ,      ,19,1,   ,61,47,10793
   ,      ,19,1,   ,61,47,10793
   ,      ,19,1,   ,61,47,10793
 ,   ,19,1,N,61,47,10793
 ,   ,19,1,N,61,47,10793
 ,   ,19,1,N,61,47,10793
   ,TRKSVP,19,1,0,61,47,10793
   ,TRKSVP,19,1,0,61,47,10793
   ,TRKSVP,19,1,0,61,47,10793
 ,   ,10,1,N,11,18,10672
 ,   ,10,1,N,11,18,10672
 ,   ,10,1,N,11,18,10672
 ,   ,10,1,N,11,18,10672
 ,   ,10,1,N,11,18,10672
 ,   ,10,1,N,11,18,10672
 ,   ,10,1,N,11,18,10672
 ,   ,10,1,N,11,18,10672
 ,   ,10,1,N,11,18,10672
   ,      ,10,1,   ,11,18,10360
   ,      ,10,1,   ,11,18,10360
   ,      ,10,1,   ,11,18,10360
50,1,10,1,N,11,18,10360
50,1,10,1,N,11,18,10360
50,1,10,1,N,11,18,10360
TRK, ,10,1,N,11,18,10360
TRK, ,10,1,N,11,18,10360
TRK, ,10,1,N,11,18,10360
P01,      ,10,2,   ,76,18,10995
P01,      ,10,2,   ,76,18,10995
P01,      ,10,2,   ,76,18,10995
50,1,10,2,N,76,18,10995
50,1,10,2,N,76,18,10995
50,1,10,2,N,76,18,10995
10,1,6,1,N,95,8,10033
10,1,6,1,N,95,8,10033
10,1,6,1,N,95,8,10033
   ,N,6,1,0,95,8,10033
   ,N,6,1,0,95,8,10033
   ,N,6,1,0,95,8,10033
N,EP4101,6,1,        ,95,8,10033
N,EP4101,6,1,        ,95,8,10033
N,EP4101,6,1,        ,95,8,10033
   ,      ,19,1,   ,61,47,10183
   ,      ,19,1,   ,61,47,10183
   ,      ,19,1,   ,61,47,10183
30,1,19,1,N,61,47,10183
30,1,19,1,N,61,47,10183
30,1,19,1,N,61,47,10183
 ,   ,19,1,N,61,47,10183
 ,   ,19,1,N,61,47,10183
 ,   ,19,1,N,61,47,10183
   ,      ,11,1,   ,77,33,10382
   ,      ,11,1,   ,77,33,10382
   ,      ,11,1,   ,77,33,10382
G17,1,11,1, ,77,33,10382
G17,1,11,1, ,77,33,10382
G17,1,11,1, ,77,33,10382
   ,N,11,1,0,77,33,10382
   ,N,11,1,0,77,33,10382
   ,N,11,1,0,77,33,10382
 ,   ,21,1,N,12,44,10862
 ,   ,21,1,N,12,44,10862
 ,   ,21,1,N,12,44,10862
G17,1,21,1, ,12,44,10862
G17,1,21,1, ,12,44,10862
G17,1,21,1, ,12,44,10862
G03,1,21,1, ,12,44,10862
G03,1,21,1, ,12,44,10862
G03,1,21,1, ,12,44,10862
10,1,10,1,N,11,18,10673
10,1,10,1,N,11,18,10673
10,1,10,1,N,11,18,10673
10,1,10,1,N,11,18,10673
10,1,10,1,N,11,18,10673
10,1,10,1,N,11,18,10673
 ,   ,10,1,N,11,18,10673
 ,   ,10,1,N,11,18,10673
 ,   ,10,1,N,11,18,10673
30,1,23,1,N,5,46,10885
30,1,23,1,N,5,46,10885
30,1,23,1,N,5,46,10885
50,1,23,1,N,5,46,10885
50,1,23,1,N,5,46,10885
50,1,23,1,N,5,46,10885
N,EP4101,23,1,        ,5,46,10885
N,EP4101,23,1,        ,5,46,10885
N,EP4101,23,1,        ,5,46,10885
   ,      ,10,1,   ,11,18,10361
   ,      ,10,1,   ,11,18,10361
   ,      ,10,1,   ,11,18,10361
TRK, ,10,1,N,11,18,10361
TRK, ,10,1,N,11,18,10361
TRK, ,10,1,N,11,18,10361
N,EP4101,10,1,        ,11,18,10361
N,EP4101,10,1,        ,11,18,10361
N,EP4101,10,1,        ,11,18,10361
   ,      ,4,2,   ,90,28,10600
   ,      ,4,2,   ,90,28,10600
   ,      ,4,2,   ,90,28,10600
10,1,4,2,N,90,28,10600
10,1,4,2,N,90,28,10600
10,1,4,2,N,90,28,10600
 ,0,4,2,0,90,28,10600
 ,0,4,2,0,90,28,10600
 ,0,4,2,0,90,28,10600
G17,1,11,1, ,8,33,10383
G17,1,11,1, ,8,33,10383
G17,1,11,1, ,8,33,10383
G17,1,11,1, ,8,33,10383
G17,1,11,1, ,8,33,10383
G17,1,11,1, ,8,33,10383
G13,1,11,1, ,8,33,10383
G13,1,11,1, ,8,33,10383
G13,1,11,1, ,8,33,10383
   ,      ,21,1,   ,82,44,10863
   ,      ,21,1,   ,82,44,10863
   ,      ,21,1,   ,82,44,10863
50,1,21,1,N,82,44,10863
50,1,21,1,N,82,44,10863
50,1,21,1,N,82,44,10863
G17,1,21,1, ,82,44,10863
G17,1,21,1, ,82,44,10863
G17,1,21,1, ,82,44,10863
10,1,13,1,N,64,39,10398
10,1,13,1,N,64,39,10398
10,1,13,1,N,64,39,10398
 ,   ,13,1,N,64,39,10398
 ,   ,13,1,N,64,39,10398
 ,   ,13,1,N,64,39,10398
   ,1,13,1, ,64,39,10398
   ,1,13,1, ,64,39,10398
   ,1,13,1, ,64,39,10398
30,1,19,1,N,99,26,10507
30,1,19,1,N,99,26,10507
30,1,19,1,N,99,26,10507
50,1,19,1,N,99,26,10507
50,1,19,1,N,99,26,10507
50,1,19,1,N,99,26,10507
 ,   ,19,1,N,99,26,10507
 ,   ,19,1,N,99,26,10507
 ,   ,19,1,N,99,26,10507
50,1,10,1,N,11,18,10674
50,1,10,1,N,11,18,10674
50,1,10,1,N,11,18,10674
 ,   ,10,1,N,11,18,10674
 ,   ,10,1,N,11,18,10674
 ,   ,10,1,N,11,18,10674
 ,   ,10,1,N,11,18,10674
 ,   ,10,1,N,11,18,10674
 ,   ,10,1,N,11,18,10674
   ,      ,23,1,   ,57,46,10886
   ,      ,23,1,   ,57,46,10886
   ,      ,23,1,   ,57,46,10886
50,1,23,1,N,57,46,10886
50,1,23,1,N,57,46,10886
50,1,23,1,N,57,46,10886
 ,   ,23,1,N,57,46,10886
 ,   ,23,1,N,57,46,10886
 ,   ,23,1,N,57,46,10886
30,1,10,1,N,11,18,10362
30,1,10,1,N,11,18,10362
30,1,10,1,N,11,18,10362
TRK, ,10,1,N,11,18,10362
TRK, ,10,1,N,11,18,10362
TRK, ,10,1,N,11,18,10362
G14,1,10,1, ,11,18,10362
G14,1,10,1, ,11,18,10362
G14,1,10,1, ,11,18,10362
 ,   ,4,2,N,90,28,10601
 ,   ,4,2,N,90,28,10601
 ,   ,4,2,N,90,28,10601
G17,1,4,2, ,90,28,10601
G17,1,4,2, ,90,28,10601
G17,1,4,2, ,90,28,10601
0, ,4,2,1,90,28,10601
0, ,4,2,1,90,28,10601
0, ,4,2,1,90,28,10601
10,1,6,1,N,96,9,10034
10,1,6,1,N,96,9,10034
10,1,6,1,N,96,9,10034
50,1,6,1,N,96,9,10034
50,1,6,1,N,96,9,10034
50,1,6,1,N,96,9,10034
 ,   ,6,1,N,96,9,10034
 ,   ,6,1,N,96,9,10034
 ,   ,6,1,N,96,9,10034
10,1,13,1,N,60,47,10108
10,1,13,1,N,60,47,10108
10,1,13,1,N,60,47,10108
50,1,13,1,N,60,47,10108
50,1,13,1,N,60,47,10108
50,1,13,1,N,60,47,10108
G03,1,13,1, ,60,47,10108
G03,1,13,1, ,60,47,10108
G03,1,13,1, ,60,47,10108
50,1,19,1,N,61,47,10184
50,1,19,1,N,61,47,10184
50,1,19,1,N,61,47,10184
 ,   ,19,1,N,61,47,10184
 ,   ,19,1,N,61,47,10184
 ,   ,19,1,N,61,47,10184
G17,1,19,1, ,61,47,10184
G17,1,19,1, ,61,47,10184
G17,1,19,1, ,61,47,10184
G17,1,11,1, ,8,33,10384
G17,1,11,1, ,8,33,10384
G17,1,11,1, ,8,33,10384
G13,1,11,1, ,8,33,10384
G13,1,11,1, ,8,33,10384
G13,1,11,1, ,8,33,10384
0, ,11,1,1,8,33,10384
0, ,11,1,1,8,33,10384
0, ,11,1,1,8,33,10384
10,1,4,2,N,30,41,10632
10,1,4,2,N,30,41,10632
10,1,4,2,N,30,41,10632
50,1,4,2,N,30,41,10632
50,1,4,2,N,30,41,10632
50,1,4,2,N,30,41,10632
50,1,4,2,N,30,41,10632
50,1,4,2,N,30,41,10632
50,1,4,2,N,30,41,10632
10,1,19,1,N,99,26,10204
10,1,19,1,N,99,26,10204
10,1,19,1,N,99,26,10204
50,1,19,1,N,99,26,10204
50,1,19,1,N,99,26,10204
50,1,19,1,N,99,26,10204
G13,1,19,1, ,99,26,10204
G13,1,19,1, ,99,26,10204
G13,1,19,1, ,99,26,10204
10,1,10,1,N,11,18,10675
10,1,10,1,N,11,18,10675
10,1,10,1,N,11,18,10675
50,1,10,1,N,11,18,10675
50,1,10,1,N,11,18,10675
50,1,10,1,N,11,18,10675
 ,   ,10,1,N,11,18,10675
 ,   ,10,1,N,11,18,10675
 ,   ,10,1,N,11,18,10675
50,1,19,1,N,61,47,10829
50,1,19,1,N,61,47,10829
50,1,19,1,N,61,47,10829
G03,1,19,1, ,61,47,10829
G03,1,19,1, ,61,47,10829
G03,1,19,1, ,61,47,10829
G11,1,19,1, ,61,47,10829
G11,1,19,1, ,61,47,10829
G11,1,19,1, ,61,47,10829
   ,      ,23,1,   ,57,46,10887
   ,      ,23,1,   ,57,46,10887
   ,      ,23,1,   ,57,46,10887
50,1,23,1,N,57,46,10887
50,1,23,1,N,57,46,10887
50,1,23,1,N,57,46,10887
N,EP4101,23,1,        ,57,46,10887
N,EP4101,23,1,        ,57,46,10887
N,EP4101,23,1,        ,57,46,10887
   ,      ,6,1,   ,58,13,10021
   ,      ,6,1,   ,58,13,10021
   ,      ,6,1,   ,58,13,10021
   ,      ,6,1,   ,58,13,10021
   ,      ,6,1,   ,58,13,10021
   ,      ,6,1,   ,58,13,10021
 ,   ,6,1,N,58,13,10021
 ,   ,6,1,N,58,13,10021
 ,   ,6,1,N,58,13,10021
G14,1,6,1, ,58,13,10021
G14,1,6,1, ,58,13,10021
G14,1,6,1, ,58,13,10021
10,1,10,1,N,11,18,10363
10,1,10,1,N,11,18,10363
10,1,10,1,N,11,18,10363
50,1,10,1,N,11,18,10363
50,1,10,1,N,11,18,10363
50,1,10,1,N,11,18,10363
TRK, ,10,1,N,11,18,10363
TRK, ,10,1,N,11,18,10363
TRK, ,10,1,N,11,18,10363
30,1,6,1,N,93,14,10652
30,1,6,1,N,93,14,10652
30,1,6,1,N,93,14,10652
50,1,6,1,N,93,14,10652
50,1,6,1,N,93,14,10652
50,1,6,1,N,93,14,10652
50,1,6,1,N,93,14,10652
50,1,6,1,N,93,14,10652
50,1,6,1,N,93,14,10652
10,1,6,1,N,97,10,10035
10,1,6,1,N,97,10,10035
10,1,6,1,N,97,10,10035
   ,N,6,1,0,97,10,10035
   ,N,6,1,0,97,10,10035
   ,N,6,1,0,97,10,10035
N,EP4101,6,1,        ,97,10,10035
N,EP4101,6,1,        ,97,10,10035
N,EP4101,6,1,        ,97,10,10035
   ,      ,3,1,   ,32,30,10305
   ,      ,3,1,   ,32,30,10305
   ,      ,3,1,   ,32,30,10305
50,1,3,1,N,32,30,10305
50,1,3,1,N,32,30,10305
50,1,3,1,N,32,30,10305
G17,1,3,1, ,32,30,10305
G17,1,3,1, ,32,30,10305
G17,1,3,1, ,32,30,10305
G17,1,11,1, ,8,33,10385
G17,1,11,1, ,8,33,10385
G17,1,11,1, ,8,33,10385
G13,1,11,1, ,8,33,10385
G13,1,11,1, ,8,33,10385
G13,1,11,1, ,8,33,10385
0, ,11,1,1,8,33,10385
0, ,11,1,1,8,33,10385
0, ,11,1,1,8,33,10385
   ,      ,11,1,   ,8,33,10698
   ,      ,11,1,   ,8,33,10698
   ,      ,11,1,   ,8,33,10698
30,1,11,1,N,8,33,10698
30,1,11,1,N,8,33,10698
30,1,11,1,N,8,33,10698
0, ,11,1,1,8,33,10698
0, ,11,1,1,8,33,10698
0, ,11,1,1,8,33,10698
50,1,19,1,N,1,45,10205
50,1,19,1,N,1,45,10205
50,1,19,1,N,1,45,10205
50,1,19,1,N,1,45,10205
50,1,19,1,N,1,45,10205
50,1,19,1,N,1,45,10205
TRK, ,19,1,N,1,45,10205
TRK, ,19,1,N,1,45,10205
TRK, ,19,1,N,1,45,10205
50,1,19,1,N,99,26,10508
50,1,19,1,N,99,26,10508
50,1,19,1,N,99,26,10508
G19,1,19,1, ,99,26,10508
G19,1,19,1, ,99,26,10508
G19,1,19,1, ,99,26,10508
0, ,19,1,4,99,26,10508
0, ,19,1,4,99,26,10508
0, ,19,1,4,99,26,10508
50,1,23,1,N,5,46,10888
50,1,23,1,N,5,46,10888
50,1,23,1,N,5,46,10888
ATV, ,23,1,N,5,46,10888
ATV, ,23,1,N,5,46,10888
ATV, ,23,1,N,5,46,10888
   ,N,23,1,0,5,46,10888
   ,N,23,1,0,5,46,10888
   ,N,23,1,0,5,46,10888
TRK, ,10,1,N,11,18,10364
TRK, ,10,1,N,11,18,10364
TRK, ,10,1,N,11,18,10364
G17,1,10,1, ,11,18,10364
G17,1,10,1, ,11,18,10364
G17,1,10,1, ,11,18,10364
G17,1,10,1, ,11,18,10364
G17,1,10,1, ,11,18,10364
G17,1,10,1, ,11,18,10364
10,1,21,1,N,54,44,10541
10,1,21,1,N,54,44,10541
10,1,21,1,N,54,44,10541
50,1,21,1,N,54,44,10541
50,1,21,1,N,54,44,10541
50,1,21,1,N,54,44,10541
 ,0,21,1,0,54,44,10541
 ,0,21,1,0,54,44,10541
 ,0,21,1,0,54,44,10541
10,1,3,1,N,32,30,10306
10,1,3,1,N,32,30,10306
10,1,3,1,N,32,30,10306
50,1,3,1,N,32,30,10306
50,1,3,1,N,32,30,10306
50,1,3,1,N,32,30,10306
G17,1,3,1, ,32,30,10306
G17,1,3,1, ,32,30,10306
G17,1,3,1, ,32,30,10306
G17,1,11,1, ,16,43,10386
G17,1,11,1, ,16,43,10386
G17,1,11,1, ,16,43,10386
G13,1,11,1, ,16,43,10386
G13,1,11,1, ,16,43,10386
G13,1,11,1, ,16,43,10386
0, ,11,1,1,16,43,10386
0, ,11,1,1,16,43,10386
0, ,11,1,1,16,43,10386
   ,      ,4,2,   ,52,20,10633
   ,      ,4,2,   ,52,20,10633
   ,      ,4,2,   ,52,20,10633
50,1,4,2,N,52,20,10633
50,1,4,2,N,52,20,10633
50,1,4,2,N,52,20,10633
G13,1,4,2, ,52,20,10633
G13,1,4,2, ,52,20,10633
G13,1,4,2, ,52,20,10633
10,1,21,1,N,45,44,10864
10,1,21,1,N,45,44,10864
10,1,21,1,N,45,44,10864
 ,   ,21,1,N,45,44,10864
 ,   ,21,1,N,45,44,10864
 ,   ,21,1,N,45,44,10864
G17,1,21,1, ,45,44,10864
G17,1,21,1, ,45,44,10864
G17,1,21,1, ,45,44,10864
   ,      ,12,1,   ,66,22,10080
   ,      ,12,1,   ,66,22,10080
   ,      ,12,1,   ,66,22,10080
   ,      ,12,1,   ,66,22,10080
   ,      ,12,1,   ,66,22,10080
   ,      ,12,1,   ,66,22,10080
10,1,12,1,N,66,22,10080
10,1,12,1,N,66,22,10080
10,1,12,1,N,66,22,10080
G17,1,12,1, ,66,22,10080
G17,1,12,1, ,66,22,10080
G17,1,12,1, ,66,22,10080
G17,1,19,1, ,1,45,10206
G17,1,19,1, ,1,45,10206
G17,1,19,1, ,1,45,10206
G13,1,19,1, ,1,45,10206
G13,1,19,1, ,1,45,10206
G13,1,19,1, ,1,45,10206
   ,N,19,1,0,1,45,10206
   ,N,19,1,0,1,45,10206
   ,N,19,1,0,1,45,10206
50,1,4,2,N,30,41,10319
50,1,4,2,N,30,41,10319
50,1,4,2,N,30,41,10319
TRK, ,4,2,N,30,41,10319
TRK, ,4,2,N,30,41,10319
TRK, ,4,2,N,30,41,10319
0, ,4,2,1,30,41,10319
0, ,4,2,1,30,41,10319
0, ,4,2,1,30,41,10319
10,1,13,1,N,34,5,10399
10,1,13,1,N,34,5,10399
10,1,13,1,N,34,5,10399
10,1,13,1,N,34,5,10399
10,1,13,1,N,34,5,10399
10,1,13,1,N,34,5,10399
10,1,13,1,N,34,5,10399
10,1,13,1,N,34,5,10399
10,1,13,1,N,34,5,10399
30,1,19,1,N,99,26,10509
30,1,19,1,N,99,26,10509
30,1,19,1,N,99,26,10509
50,1,19,1,N,99,26,10509
50,1,19,1,N,99,26,10509
50,1,19,1,N,99,26,10509
0, ,19,1,4,99,26,10509
0, ,19,1,4,99,26,10509
0, ,19,1,4,99,26,10509
10,1,10,1,N,11,18,10676
10,1,10,1,N,11,18,10676
10,1,10,1,N,11,18,10676
 ,   ,10,1,N,11,18,10676
 ,   ,10,1,N,11,18,10676
 ,   ,10,1,N,11,18,10676
   ,1,10,1, ,11,18,10676
   ,1,10,1, ,11,18,10676
   ,1,10,1, ,11,18,10676
TRK, ,10,1,N,11,18,10365
TRK, ,10,1,N,11,18,10365
TRK, ,10,1,N,11,18,10365
   ,1,10,1, ,11,18,10365
   ,1,10,1, ,11,18,10365
   ,1,10,1, ,11,18,10365
G17,1,10,1, ,11,18,10365
G17,1,10,1, ,11,18,10365
G17,1,10,1, ,11,18,10365
50,1,13,1,N,64,39,10713
50,1,13,1,N,64,39,10713
50,1,13,1,N,64,39,10713
G17,1,13,1, ,64,39,10713
G17,1,13,1, ,64,39,10713
G17,1,13,1, ,64,39,10713
G03,1,13,1, ,64,39,10713
G03,1,13,1, ,64,39,10713
G03,1,13,1, ,64,39,10713
P01,      ,6,1,   ,98,11,10036
P01,      ,6,1,   ,98,11,10036
P01,      ,6,1,   ,98,11,10036
30,1,6,1,N,98,11,10036
30,1,6,1,N,98,11,10036
30,1,6,1,N,98,11,10036
   ,N,6,1,0,98,11,10036
   ,N,6,1,0,98,11,10036
   ,N,6,1,0,98,11,10036
10,1,21,1,N,109,44,10865
10,1,21,1,N,109,44,10865
10,1,21,1,N,109,44,10865
G17,1,21,1, ,109,44,10865
G17,1,21,1, ,109,44,10865
G17,1,21,1, ,109,44,10865
G17,1,21,1, ,109,44,10865
G17,1,21,1, ,109,44,10865
G17,1,21,1, ,109,44,10865
10,1,12,1,N,66,22,10081
10,1,12,1,N,66,22,10081
10,1,12,1,N,66,22,10081
30,1,12,1,N,66,22,10081
30,1,12,1,N,66,22,10081
30,1,12,1,N,66,22,10081
50,1,12,1,N,66,22,10081
50,1,12,1,N,66,22,10081
50,1,12,1,N,66,22,10081
G17,1,12,1, ,66,22,10081
G17,1,12,1, ,66,22,10081
G17,1,12,1, ,66,22,10081
G13,1,19,1, ,61,47,10207
G13,1,19,1, ,61,47,10207
G13,1,19,1, ,61,47,10207
 ,0,19,1,0,61,47,10207
 ,0,19,1,0,61,47,10207
 ,0,19,1,0,61,47,10207
N,EP3002,19,1,        ,61,47,10207
N,EP3002,19,1,        ,61,47,10207
N,EP3002,19,1,        ,61,47,10207
10,1,10,1,N,15,18,10677
10,1,10,1,N,15,18,10677
10,1,10,1,N,15,18,10677
   ,1,10,1, ,15,18,10677
   ,1,10,1, ,15,18,10677
   ,1,10,1, ,15,18,10677
G17,1,10,1, ,15,18,10677
G17,1,10,1, ,15,18,10677
G17,1,10,1, ,15,18,10677
 ,   ,2,1,N,26,4,10281
 ,   ,2,1,N,26,4,10281
 ,   ,2,1,N,26,4,10281
G17,1,2,1, ,26,4,10281
G17,1,2,1, ,26,4,10281
G17,1,2,1, ,26,4,10281
N,EP4101,2,1,        ,26,4,10281
N,EP4101,2,1,        ,26,4,10281
N,EP4101,2,1,        ,26,4,10281
   ,      ,10,1,   ,15,18,10366
   ,      ,10,1,   ,15,18,10366
   ,      ,10,1,   ,15,18,10366
G17,1,10,1, ,15,18,10366
G17,1,10,1, ,15,18,10366
