BudgetPeriod,Budget Amount,BudgetYear,Customer Number,textBudgetPeriod
7,239.42,2008,10022750,Jul
7,239.95,2008,10020868,Jul
7,241.26,2008,10017072,Jul
7,244.64,2008,10023964,Jul
7,246.46,2008,10020909,Jul
7,271.26,2008,10020227,Jul
7,271.45,2008,10020193,Jul
7,274.56,2008,10023757,Jul
7,279.24,2008,10027053,Jul
7,296.53,2008,10021270,Jul
7,307.3,2008,10024477,Jul
7,314.39,2008,10016564,Jul
7,326.53,2008,10002520,Jul
7,342.44,2008,10021380,Jul
7,361.02,2008,10022755,Jul
7,374.52,2008,10013426,Jul
7,380.67,2008,10022746,Jul
7,386.89,2008,10018890,Jul
7,402.78,2008,10018628,Jul
7,414.23,2008,10009156,Jul
7,430,2008,10020662,Jul
7,474.44,2008,10020256,Jul
7,481.8,2008,10022490,Jul
7,484.38,2008,10002140,Jul
7,487.58,2008,10021575,Jul
7,507.24,2008,10021107,Jul
7,521.88,2008,10012023,Jul
7,577.55,2008,10012369,Jul
7,593.93,2008,10011923,Jul
7,609.02,2008,10011089,Jul
7,614.63,2008,10008602,Jul
7,625.14,2008,10000460,Jul
7,629.27,2008,10002709,Jul
7,693.41,2008,10013039,Jul
7,699.09,2008,10021470,Jul
7,726.35,2008,10027082,Jul
7,771.78,2008,10027370,Jul
7,794.87,2008,10020388,Jul
7,827.69,2008,10009907,Jul
7,848.22,2008,10009672,Jul
7,861.46,2008,10019913,Jul
7,861.91,2008,10019469,Jul
7,870.59,2008,10026606,Jul
7,895.03,2008,10018665,Jul
7,911.94,2008,10005861,Jul
7,944.35,2008,10013670,Jul
7,982.94,2008,10026581,Jul
7,993.76,2008,10023022,Jul
7,995.43,2008,10011093,Jul
7,1011.73,2008,10007866,Jul
7,1037.96,2008,10008381,Jul
7,1066.74,2008,10020492,Jul
7,1078.49,2008,10021223,Jul
7,1088.89,2008,10012600,Jul
7,1116.45,2008,10018623,Jul
7,1124.4,2008,10006916,Jul
7,1140.11,2008,10027575,Jul
7,1160.63,2008,10024034,Jul
7,1275.14,2008,10025246,Jul
7,1318.39,2008,10023703,Jul
7,1353.86,2008,10023759,Jul
7,1387.07,2008,10025284,Jul
7,1417.47,2008,10018129,Jul
7,1417.79,2008,10019617,Jul
7,1481.59,2008,10010974,Jul
7,1532.43,2008,10025251,Jul
7,1663.96,2008,10004255,Jul
7,1667.23,2008,10024499,Jul
7,1720.89,2008,10016784,Jul
7,1725.74,2008,10019388,Jul
7,1736.9,2008,10007566,Jul
7,1759.37,2008,10000474,Jul
7,1811.77,2008,10025298,Jul
7,1825.12,2008,10018352,Jul
7,1862.97,2008,10025241,Jul
7,1888.34,2008,10005236,Jul
7,1908.36,2008,10021179,Jul
7,1938.83,2008,10021242,Jul
7,1975.86,2008,10020281,Jul
7,1984.5,2008,10024743,Jul
7,2051.36,2008,10010970,Jul
7,2181.47,2008,10025299,Jul
7,2460.4,2008,10023760,Jul
7,2481.27,2008,10021305,Jul
7,2558.96,2008,10019678,Jul
7,2648.63,2008,10009662,Jul
7,2718.04,2008,10015793,Jul
7,2743.51,2008,10025791,Jul
7,2842.65,2008,10025021,Jul
7,2898.93,2008,10017290,Jul
7,2991.13,2008,10023780,Jul
7,2999.41,2008,10025583,Jul
7,3078.74,2008,10014546,Jul
7,3191.81,2008,10011600,Jul
7,3264.75,2008,10019909,Jul
7,3354.51,2008,10025288,Jul
7,3414.82,2008,10024016,Jul
7,3474.33,2008,10006093,Jul
7,3484.32,2008,10025285,Jul
7,3525.72,2008,10024248,Jul
7,3590.3,2008,10020491,Jul
7,3609.09,2008,10002150,Jul
7,3630.6,2008,10024255,Jul
7,3711.45,2008,10004602,Jul
7,3946.71,2008,10019420,Jul
7,4032.68,2008,10016780,Jul
7,4127.78,2008,10009639,Jul
7,4147.02,2008,10019952,Jul
7,4259.32,2008,10013127,Jul
7,4323.57,2008,10015011,Jul
7,4607.78,2008,10021494,Jul
7,4643.62,2008,10025778,Jul
7,4914.31,2008,10011198,Jul
7,5016.8,2008,10026522,Jul
7,5073.76,2008,10020849,Jul
7,5289.88,2008,10026843,Jul
7,5571.07,2008,10011981,Jul
7,5614.6,2008,10025038,Jul
7,5631.36,2008,10015956,Jul
7,5709.62,2008,10014238,Jul
7,5735.42,2008,10009660,Jul
7,5943.44,2008,10002501,Jul
7,6041.5,2008,10020927,Jul
7,6223.83,2008,10025238,Jul
7,6304.63,2008,10025515,Jul
7,6315.14,2008,10021736,Jul
7,6454.89,2008,10011499,Jul
7,6648.01,2008,10009652,Jul
7,6667.29,2008,10014810,Jul
7,6689.06,2008,10002137,Jul
7,6753.05,2008,10026294,Jul
7,6777.86,2008,10013871,Jul
7,6781.16,2008,10021203,Jul
7,6806.1,2008,10018885,Jul
7,6897.48,2008,10025239,Jul
7,7034.01,2008,10025296,Jul
7,7127.64,2008,10011360,Jul
7,7399.26,2008,10013188,Jul
7,7487.14,2008,10019682,Jul
7,7805.17,2008,10021936,Jul
7,7900.31,2008,10011732,Jul
7,7947.59,2008,10020192,Jul
7,8115.24,2008,10010855,Jul
7,8120.64,2008,10025302,Jul
7,8237.87,2008,10008134,Jul
7,8350.41,2008,10016549,Jul
7,8563.5,2008,10009633,Jul
7,8835.56,2008,10012422,Jul
7,9561.34,2008,10021286,Jul
7,9698.15,2008,10017852,Jul
7,9848.36,2008,10025237,Jul
7,10132.55,2008,10006917,Jul
7,10139.83,2008,10024725,Jul
7,10215.03,2008,10000466,Jul
7,10344.9,2008,10025495,Jul
7,10396.99,2008,10020413,Jul
7,10637.15,2008,10009657,Jul
7,10679.3,2008,10025269,Jul
7,10744.02,2008,10025247,Jul
7,10822.69,2008,10027583,Jul
7,11346.87,2008,10024010,Jul
7,11476.63,2008,10005810,Jul
7,12888.41,2008,10022978,Jul
7,13276.62,2008,10025575,Jul
7,13373.21,2008,10002765,Jul
7,13466.26,2008,10022687,Jul
7,13516.27,2008,10002136,Jul
7,13669.67,2008,10013061,Jul
7,13877.72,2008,10011842,Jul
7,13912.37,2008,10015275,Jul
7,14271.74,2008,10014779,Jul
7,14307.29,2008,10018871,Jul
7,14500.19,2008,10018868,Jul
7,14593.89,2008,10027572,Jul
7,14722.41,2008,10008638,Jul
7,14862.46,2008,10020449,Jul
7,15201.46,2008,10011546,Jul
7,15323.12,2008,10021297,Jul
7,15643,2008,10025248,Jul
7,15956.29,2008,10021804,Jul
7,16613.5,2008,10019942,Jul
7,16656.25,2008,10007123,Jul
7,17159.46,2008,10025758,Jul
7,17185.46,2008,10007253,Jul
7,17794.88,2008,10021459,Jul
7,17840.71,2008,10017585,Jul
7,18550.16,2008,10023241,Jul
7,18892.35,2008,10025037,Jul
7,19531.12,2008,10026868,Jul
7,19878.83,2008,10009654,Jul
7,20507.77,2008,10020364,Jul
7,21432.26,2008,10000472,Jul
7,21675.65,2008,10009643,Jul
7,21876.4,2008,10017036,Jul
7,22382.9,2008,10019150,Jul
7,22659.24,2008,10027356,Jul
7,22924.52,2008,10020639,Jul
7,23018.3,2008,10020915,Jul
7,23419.56,2008,10023715,Jul
7,23642.19,2008,10017553,Jul
7,24385.51,2008,10027381,Jul
7,24410.85,2008,10026268,Jul
7,26429.89,2008,10003857,Jul
7,28013.96,2008,10008593,Jul
7,28492.79,2008,10017576,Jul
7,29685.32,2008,10023489,Jul
7,34078.67,2008,10005006,Jul
7,35522.76,2008,10024246,Jul
7,35989.64,2008,10020663,Jul
7,38463.57,2008,10025919,Jul
7,40092.83,2008,10024270,Jul
7,41077.67,2008,10021331,Jul
7,45386.38,2008,10010923,Jul
7,46102.42,2008,10021668,Jul
7,48986.54,2008,10026299,Jul
7,49629.75,2008,10006836,Jul
7,50769.75,2008,10025291,Jul
7,51034.18,2008,10014471,Jul
7,53312.69,2008,10025062,Jul
7,54247.56,2008,10017638,Jul
7,55759.37,2008,10009653,Jul
7,57241.31,2008,10019900,Jul
7,62310.14,2008,10024022,Jul
7,63685.58,2008,10002161,Jul
7,68167.9,2008,10025063,Jul
7,70053.93,2008,10020864,Jul
7,72014.7,2008,10011979,Jul
7,80176.84,2008,10002142,Jul
7,86879.69,2008,10026291,Jul
7,99119.42,2008,10023275,Jul
7,112401.14,2008,10022167,Jul
7,113730.28,2008,10027119,Jul
7,134280.04,2008,10018363,Jul
7,161634.18,2008,10010935,Jul
7,162304.79,2008,10019066,Jul
7,224387.78,2008,10024999,Jul
7,299795.14,2008,10007183,Jul
7,305428.01,2008,10023471,Jul
7,370922.48,2008,10021222,Jul
7,651161.22,2008,10025552,Jul
7,727329.13,2008,10002154,Jul
7,941961.03,2008,10025039,Jul
7,961792.18,2008,10006919,Jul
7,0,2008,10015325,Jul
7,0,2008,10025269,Jul
7,0,2008,10022755,Jul
7,0,2008,10017072,Jul
7,0,2008,10014495,Jul
7,0,2008,10018352,Jul
7,0,2008,10020445,Jul
7,0,2008,10017036,Jul
7,0,2008,10023275,Jul
7,0,2008,10025061,Jul
7,0,2008,10019900,Jul
7,0,2008,10008593,Jul
7,0,2008,10010698,Jul
7,0,2008,10023471,Jul
7,0,2008,10023516,Jul
7,0,2008,10022167,Jul
7,0,2008,10027381,Jul
7,0,2008,10011981,Jul
7,0,2008,10006093,Jul
7,0,2008,10023235,Jul
7,0,2008,10004255,Jul
7,0,2008,10026581,Jul
7,0,2008,10025284,Jul
7,0,2008,10027082,Jul
7,0,2008,10023489,Jul
7,0,2008,10019678,Jul
7,0,2008,10026522,Jul
7,0,2008,10025287,Jul
7,0,2008,10016564,Jul
7,0,2008,10020639,Jul
7,0,2008,10025038,Jul
7,0,2008,10024010,Jul
7,0,2008,10018867,Jul
7,0,2008,10025248,Jul
7,0,2008,10019664,Jul
7,0,2008,10007123,Jul
7,0,2008,10025583,Jul
7,0,2008,10025021,Jul
7,0,2008,10025299,Jul
7,0,2008,10026078,Jul
7,0,2008,10000466,Jul
7,0,2008,10019388,Jul
7,0,2008,10020663,Jul
7,0,2008,10017852,Jul
7,0,2008,10025778,Jul
7,0,2008,10013188,Jul
7,0,2008,10015275,Jul
7,0,2008,10023783,Jul
7,0,2008,10020662,Jul
7,0,2008,10026336,Jul
7,0,2008,10017553,Jul
7,0,2008,10025249,Jul
7,0,2008,10010935,Jul
7,0,2008,10007566,Jul
7,0,2008,10021179,Jul
7,0,2008,10008134,Jul
7,0,2008,10009633,Jul
7,0,2008,10025251,Jul
7,0,2008,10022750,Jul
7,0,2008,10021222,Jul
7,0,2008,10015011,Jul
7,0,2008,10025552,Jul
7,0,2008,10019909,Jul
7,0,2008,10022490,Jul
7,0,2008,10010912,Jul
7,0,2008,10020915,Jul
7,0,2008,10026299,Jul
7,0,2008,10011732,Jul
7,0,2008,10009653,Jul
7,0,2008,10025243,Jul
7,0,2008,10023964,Jul
7,0,2008,10027119,Jul
7,0,2008,10018628,Jul
7,0,2008,10009657,Jul
7,0,2008,10007355,Jul
7,0,2008,10023003,Jul
7,0,2008,10000472,Jul
7,0,2008,10025051,Jul
7,0,2008,10015793,Jul
7,0,2008,10024725,Jul
7,0,2008,10009639,Jul
7,0,2008,10018665,Jul
7,0,2008,10021936,Jul
7,0,2008,10014238,Jul
7,0,2008,10009645,Jul
7,0,2008,10025575,Jul
7,0,2008,10009907,Jul
7,0,2008,10015824,Jul
7,0,2008,10023241,Jul
7,0,2008,10021470,Jul
7,0,2008,10014471,Jul
7,0,2008,10017638,Jul
7,0,2008,10024034,Jul
7,0,2008,10025252,Jul
7,0,2008,10025285,Jul
7,0,2008,10000460,Jul
7,0,2008,10021986,Jul
7,0,2008,10016549,Jul
7,0,2008,10024270,Jul
7,0,2008,10025495,Jul
7,0,2008,10025237,Jul
7,0,2008,10016548,Jul
7,0,2008,10025791,Jul
7,0,2008,10014546,Jul
7,0,2008,10027370,Jul
7,0,2008,10002765,Jul
7,0,2008,10021412,Jul
7,0,2008,10005006,Jul
7,0,2008,10026294,Jul
7,0,2008,10019942,Jul
7,0,2008,10020192,Jul
7,0,2008,10009985,Jul
7,0,2008,10022687,Jul
7,0,2008,10012422,Jul
7,0,2008,10024016,Jul
7,0,2008,10009652,Jul
7,0,2008,10011979,Jul
7,0,2008,10021736,Jul
7,0,2008,10020449,Jul
7,0,2008,10026868,Jul
7,0,2008,10024248,Jul
7,0,2008,10023715,Jul
7,0,2008,10021911,Jul
7,0,2008,10020927,Jul
7,0,2008,10025919,Jul
7,0,2008,10021223,Jul
7,0,2008,10018871,Jul
7,0,2008,10025063,Jul
7,0,2008,10025241,Jul
7,0,2008,10009623,Jul
7,0,2008,10024999,Jul
7,0,2008,10007268,Jul
7,0,2008,10013137,Jul
7,0,2008,10002138,Jul
7,0,2008,10018950,Jul
7,0,2008,10022249,Jul
7,0,2008,10006805,Jul
7,0,2008,10013252,Jul
7,0,2008,10025267,Jul
7,0,2008,10010904,Jul
7,0,2008,10016303,Jul
7,0,2008,10023244,Jul
7,0,2008,10012799,Jul
7,0,2008,10012399,Jul
7,0,2008,10014064,Jul
7,0,2008,10007163,Jul
7,0,2008,10020340,Jul
7,0,2008,10021575,Jul
7,0,2008,10021242,Jul
7,0,2008,10020256,Jul
7,0,2008,10018890,Jul
7,0,2008,10024246,Jul
7,0,2008,10025039,Jul
7,0,2008,10010855,Jul
7,0,2008,10022978,Jul
7,0,2008,10026291,Jul
7,0,2008,10025515,Jul
7,0,2008,10025288,Jul
7,0,2008,10020909,Jul
7,0,2008,10019617,Jul
7,0,2008,10021270,Jul
7,0,2008,10017314,Jul
7,0,2008,10023760,Jul
7,0,2008,10002154,Jul
7,0,2008,10021380,Jul
7,0,2008,10027053,Jul
7,0,2008,10026268,Jul
7,0,2008,10025758,Jul
7,0,2008,10016780,Jul
7,0,2008,10021297,Jul
7,0,2008,10025239,Jul
7,0,2008,10000474,Jul
7,0,2008,10010923,Jul
7,0,2008,10011923,Jul
7,0,2008,10011499,Jul
7,0,2008,10024255,Jul
7,0,2008,10025246,Jul
7,0,2008,10021203,Jul
7,0,2008,10021286,Jul
7,0,2008,10020864,Jul
7,0,2008,10009156,Jul
7,0,2008,10006919,Jul
7,0,2008,10017290,Jul
7,0,2008,10020849,Jul
7,0,2008,10014810,Jul
7,0,2008,10002136,Jul
7,0,2008,10000458,Jul
7,0,2008,10003857,Jul
7,0,2008,10020281,Jul
7,0,2008,10021305,Jul
7,0,2008,10021107,Jul
7,0,2008,10025242,Jul
7,0,2008,10024477,Jul
7,0,2008,10012369,Jul
7,0,2008,10027572,Jul
7,0,2008,10024022,Jul
7,0,2008,10006917,Jul
7,0,2008,10020413,Jul
7,0,2008,10013052,Jul
7,0,2008,10020868,Jul
7,0,2008,10025247,Jul
7,0,2008,10002520,Jul
7,0,2008,10005236,Jul
7,0,2008,10019682,Jul
7,0,2008,10020388,Jul
7,0,2008,10016784,Jul
7,0,2008,10007536,Jul
7,0,2008,10007253,Jul
7,0,2008,10015956,Jul
7,0,2008,10007866,Jul
7,0,2008,10002150,Jul
7,0,2008,10025298,Jul
7,0,2008,10005861,Jul
7,0,2008,10013670,Jul
7,0,2008,10020491,Jul
7,0,2008,10011089,Jul
7,0,2008,10023780,Jul
7,0,2008,10020364,Jul
7,0,2008,10023759,Jul
7,0,2008,10025062,Jul
7,0,2008,10021331,Jul
7,0,2008,10021668,Jul
7,0,2008,10002137,Jul
7,0,2008,10020390,Jul
7,0,2008,10011842,Jul
7,0,2008,10019420,Jul
7,0,2008,10019913,Jul
7,0,2008,10024499,Jul
7,0,2008,10024704,Jul
7,0,2008,10013426,Jul
7,0,2008,10027583,Jul
7,0,2008,10009654,Jul
7,0,2008,10002501,Jul
7,0,2008,10008638,Jul
7,0,2008,10023703,Jul
7,0,2008,10002709,Jul
7,0,2008,10018623,Jul
7,0,2008,10013127,Jul
7,0,2008,10008381,Jul
7,0,2008,10021111,Jul
7,0,2008,10011198,Jul
7,0,2008,10025771,Jul
7,0,2008,10022746,Jul
7,0,2008,10023022,Jul
7,0,2008,10002115,Jul
7,0,2008,10013899,Jul
7,0,2008,10021459,Jul
7,0,2008,10009662,Jul
7,0,2008,10017585,Jul
7,0,2008,10006983,Jul
7,0,2008,10009642,Jul
7,0,2008,10018129,Jul
7,0,2008,10024541,Jul
7,0,2008,10013039,Jul
7,0,2008,10015886,Jul
7,0,2008,10009660,Jul
7,0,2008,10023757,Jul
7,0,2008,10019469,Jul
7,0,2008,10012600,Jul
7,0,2008,10027575,Jul
7,0,2008,10011093,Jul
7,0,2008,10020227,Jul
7,0,2008,10009672,Jul
7,0,2008,10024743,Jul
7,0,2008,10008602,Jul
7,0,2008,10013870,Jul
7,0,2008,10026055,Jul
7,0,2008,10011821,Jul
7,0,2008,10015030,Jul
7,0,2008,10018363,Jul
7,0,2008,10019150,Jul
7,0,2008,10006836,Jul
7,0,2008,10025037,Jul
7,0,2008,10010974,Jul
7,0,2008,10019066,Jul
7,0,2008,10026843,Jul
7,0,2008,10014779,Jul
7,0,2008,10013871,Jul
7,0,2008,10025238,Jul
7,0,2008,10021804,Jul
7,0,2008,10004602,Jul
7,0,2008,10002140,Jul
7,0,2008,10025302,Jul
7,0,2008,10002161,Jul
7,0,2008,10021494,Jul
7,0,2008,10011546,Jul
7,0,2008,10025291,Jul
7,0,2008,10027356,Jul
7,0,2008,10011360,Jul
7,0,2008,10018885,Jul
7,0,2008,10009643,Jul
7,0,2008,10020492,Jul
7,0,2008,10017576,Jul
7,0,2008,10010970,Jul
7,0,2008,10011623,Jul
7,0,2008,10012023,Jul
7,0,2008,10018868,Jul
7,0,2008,10019952,Jul
7,0,2008,10013061,Jul
7,0,2008,10002142,Jul
7,0,2008,10007183,Jul
7,0,2008,10025296,Jul
7,0,2008,10006916,Jul
7,0,2008,10026023,Jul
8,-3055.11,2008,10027348,Aug
8,-2592.83,2008,10000466,Aug
8,-95.89,2008,10013061,Aug
8,-4.72,2008,10024477,Aug
8,8.35,2008,10020907,Aug
8,8.36,2008,10021668,Aug
8,12.59,2008,10011198,Aug
8,14.56,2008,10022746,Aug
8,15.71,2008,10018867,Aug
8,22.64,2008,10012422,Aug
8,23.24,2008,10012369,Aug
8,24.29,2008,10015824,Aug
8,31.76,2008,10002140,Aug
8,32.47,2008,10023516,Aug
8,33.04,2008,10025495,Aug
8,34.24,2008,10022755,Aug
8,41.76,2008,10024704,Aug
8,43.51,2008,10011923,Aug
8,51.09,2008,10025022,Aug
8,55.53,2008,10024725,Aug
8,59.33,2008,10023513,Aug
8,87.67,2008,10021986,Aug
8,97.24,2008,10016780,Aug
8,99.99,2008,10009660,Aug
8,100.74,2008,10025038,Aug
8,103.17,2008,10025247,Aug
8,103.54,2008,10017290,Aug
8,106.22,2008,10005861,Aug
8,106.76,2008,10002115,Aug
8,108.12,2008,10002520,Aug
8,122.04,2008,10025021,Aug
8,131.56,2008,10025264,Aug
8,134.62,2008,10016564,Aug
8,143.4,2008,10005236,Aug
8,144.66,2008,10013052,Aug
8,158.03,2008,10021107,Aug
8,160.38,2008,10025302,Aug
8,162.69,2008,10023757,Aug
8,163.08,2008,10025252,Aug
8,181.55,2008,10023759,Aug
8,186.85,2008,10021380,Aug
8,196.95,2008,10022456,Aug
8,201.55,2008,10022490,Aug
8,205.14,2008,10021673,Aug
8,207.31,2008,10005138,Aug
8,214.5,2008,10002150,Aug
8,232.81,2008,10020256,Aug
8,233.59,2008,10007566,Aug
8,238.32,2008,10014546,Aug
8,239.3,2008,10019678,Aug
8,242.6,2008,10021111,Aug
8,245.08,2008,10020662,Aug
8,250.68,2008,10014495,Aug
8,265.73,2008,10018890,Aug
8,282.15,2008,10018352,Aug
8,297.18,2008,10021736,Aug
8,312.75,2008,10022962,Aug
8,321.7,2008,10016609,Aug
8,343.38,2008,10002114,Aug
8,358.7,2008,10007866,Aug
8,375.41,2008,10011821,Aug
8,376.98,2008,10007268,Aug
8,377.96,2008,10021331,Aug
8,389.75,2008,10024550,Aug
8,393.9,2008,10002137,Aug
8,399.31,2008,10024499,Aug
8,406.63,2008,10020281,Aug
8,412.29,2008,10006093,Aug
8,417.01,2008,10023760,Aug
8,428.41,2008,10013252,Aug
8,431.63,2008,10011286,Aug
8,439.66,2008,10004255,Aug
8,445.1,2008,10018129,Aug
8,448.52,2008,10013870,Aug
8,454.66,2008,10025771,Aug
8,458.13,2008,10023715,Aug
8,463.46,2008,10019469,Aug
8,463.9,2008,10002506,Aug
8,473.51,2008,10025242,Aug
8,501.02,2008,10011089,Aug
8,510.81,2008,10000474,Aug
8,522.16,2008,10021305,Aug
8,529.12,2008,10026038,Aug
8,532.86,2008,10026861,Aug
8,533.44,2008,10021145,Aug
8,545.13,2008,10019105,Aug
8,555.03,2008,10007258,Aug
8,564.97,2008,10025291,Aug
8,565.97,2008,10023003,Aug
8,579.61,2008,10007591,Aug
8,596.5,2008,10026055,Aug
8,602.23,2008,10022978,Aug
8,611.84,2008,10012226,Aug
8,632.66,2008,10024034,Aug
8,659.58,2008,10021184,Aug
8,663.77,2008,10015793,Aug
8,671.84,2008,10017314,Aug
8,677.87,2008,10020491,Aug
8,691.55,2008,10025299,Aug
8,716.95,2008,10027356,Aug
8,727.03,2008,10000458,Aug
8,741.22,2008,10025237,Aug
8,790.07,2008,10025251,Aug
8,811.4,2008,10024524,Aug
8,849.76,2008,10014779,Aug
8,950.55,2008,10026606,Aug
8,955.24,2008,10015886,Aug
8,959.02,2008,10016784,Aug
8,1060.44,2008,10011398,Aug
8,1138.04,2008,10019420,Aug
8,1140.3,2008,10009156,Aug
8,1146.5,2008,10027119,Aug
8,1147.2,2008,10025034,Aug
8,1182.6,2008,10025241,Aug
8,1208.72,2008,10009662,Aug
8,1312.61,2008,10000473,Aug
8,1334.62,2008,10025298,Aug
8,1383.8,2008,10010974,Aug
8,1419.64,2008,10023022,Aug
8,1426.11,2008,10020388,Aug
8,1438.71,2008,10025249,Aug
8,1440.12,2008,10019909,Aug
8,1460.48,2008,10006916,Aug
8,1486.11,2008,10002240,Aug
8,1602.36,2008,10002765,Aug
8,1622.16,2008,10026581,Aug
8,1654.43,2008,10011360,Aug
8,1682.64,2008,10011546,Aug
8,1740.93,2008,10005006,Aug
8,1845.57,2008,10021179,Aug
8,1846.71,2008,10018877,Aug
8,1920.69,2008,10008381,Aug
8,1963.88,2008,10006983,Aug
8,2093.91,2008,10007577,Aug
8,2176.69,2008,10026843,Aug
8,2187.6,2008,10025296,Aug
8,2278.12,2008,10002746,Aug
8,2334.01,2008,10009654,Aug
8,2369.96,2008,10011979,Aug
8,2541.58,2008,10009633,Aug
8,2547.3,2008,10019388,Aug
8,2668.59,2008,10025758,Aug
8,2703.27,2008,10017072,Aug
8,2743.06,2008,10018871,Aug
8,2890.61,2008,10021494,Aug
8,3076.06,2008,10021412,Aug
8,3142.63,2008,10022750,Aug
8,3163.74,2008,10020962,Aug
8,3201.78,2008,10002501,Aug
8,3212.37,2008,10024246,Aug
8,3276.65,2008,10011600,Aug
8,3323.89,2008,10024248,Aug
8,3327.38,2008,10015011,Aug
8,3349.9,2008,10019410,Aug
8,3416.06,2008,10025248,Aug
8,3510.07,2008,10004602,Aug
8,3629.36,2008,10019682,Aug
8,3657.13,2008,10014238,Aug
8,3752.88,2008,10013670,Aug
8,3782.57,2008,10025288,Aug
8,3784.08,2008,10025791,Aug
8,3889.4,2008,10011623,Aug
8,3956.38,2008,10020715,Aug
8,4010.86,2008,10009652,Aug
8,4114.42,2008,10011499,Aug
8,4398.45,2008,10020915,Aug
8,4601.01,2008,10019617,Aug
8,4666.79,2008,10013899,Aug
8,4673.04,2008,10022166,Aug
8,4792.78,2008,10012158,Aug
8,4960.07,2008,10008134,Aug
8,5105.74,2008,10024915,Aug
8,5109.97,2008,10025024,Aug
8,5204.38,2008,10021936,Aug
8,5273.37,2008,10019913,Aug
8,5283.65,2008,10015275,Aug
8,5384.98,2008,10009606,Aug
8,5480.36,2008,10020364,Aug
8,5498.33,2008,10023275,Aug
8,5582.58,2008,10013232,Aug
8,5608.92,2008,10021270,Aug
8,5649.74,2008,10025284,Aug
8,5656.37,2008,10020192,Aug
8,5797.01,2008,10023964,Aug
8,6028.98,2008,10002709,Aug
8,6053.88,2008,10012600,Aug
8,6095.39,2008,10007253,Aug
8,6359.55,2008,10026522,Aug
8,6432.14,2008,10024022,Aug
8,6485.49,2008,10013188,Aug
8,6566.54,2008,10006917,Aug
8,6619.86,2008,10026294,Aug
8,6903.77,2008,10025037,Aug
8,7225.15,2008,10000472,Aug
8,7466.63,2008,10025239,Aug
8,7645.96,2008,10025814,Aug
8,7866.9,2008,10017553,Aug
8,9073.42,2008,10020390,Aug
8,9208.3,2008,10021418,Aug
8,9518.96,2008,10021911,Aug
8,9787.85,2008,10010970,Aug
8,9979.79,2008,10020445,Aug
8,9985.54,2008,10006846,Aug
8,10055.7,2008,10013341,Aug
8,10192.75,2008,10009643,Aug
8,10564.51,2008,10027572,Aug
8,10717.59,2008,10021286,Aug
8,10885.88,2008,10002136,Aug
8,11178.49,2008,10016549,Aug
8,11227.91,2008,10020639,Aug
8,11447,2008,10003857,Aug
8,11532.2,2008,10025246,Aug
8,12005.57,2008,10019150,Aug
8,13126.59,2008,10010832,Aug
8,13413.5,2008,10010855,Aug
8,14035.86,2008,10014810,Aug
8,14100.09,2008,10027583,Aug
8,15292.92,2008,10015325,Aug
8,15909.13,2008,10025269,Aug
8,16023.75,2008,10007121,Aug
8,16056.02,2008,10021297,Aug
8,17014.42,2008,10019952,Aug
8,17107.84,2008,10025063,Aug
8,17280.31,2008,10020492,Aug
8,18064.7,2008,10025238,Aug
8,18143.88,2008,10002142,Aug
8,18538.06,2008,10025287,Aug
8,18852.58,2008,10020449,Aug
8,18887.52,2008,10000460,Aug
8,19357.31,2008,10027381,Aug
8,19809.33,2008,10007123,Aug
8,21325.52,2008,10023241,Aug
8,22634.88,2008,10023489,Aug
8,24837.88,2008,10009672,Aug
8,27375.88,2008,10009907,Aug
8,27698.07,2008,10015789,Aug
8,28366.96,2008,10020849,Aug
8,29295.34,2008,10025575,Aug
8,30699.05,2008,10024270,Aug
8,32746.35,2008,10007536,Aug
8,35935.77,2008,10002161,Aug
8,36145.37,2008,10024010,Aug
8,36560.42,2008,10008893,Aug
8,37793.56,2008,10008602,Aug
8,39191.64,2008,10020193,Aug
8,39890.35,2008,10018665,Aug
8,40540.75,2008,10011093,Aug
8,40675.9,2008,10022687,Aug
8,41262.6,2008,10013426,Aug
8,43150.26,2008,10025515,Aug
8,44907.44,2008,10007564,Aug
8,47981.79,2008,10021459,Aug
8,48078.07,2008,10026299,Aug
8,48878.02,2008,10018885,Aug
8,49312.69,2008,10014471,Aug
8,50797.9,2008,10012128,Aug
8,54776.52,2008,10025778,Aug
8,55027.91,2008,10015956,Aug
8,62004.25,2008,10020927,Aug
8,68118.36,2008,10017638,Aug
8,73312.41,2008,10017576,Aug
8,73899.55,2008,10026291,Aug
8,83627.95,2008,10008593,Aug
8,84668.69,2008,10020663,Aug
8,88186.02,2008,10021203,Aug
8,88242.63,2008,10026268,Aug
8,91851.34,2008,10007183,Aug
8,97168.79,2008,10019066,Aug
8,102472.43,2008,10020864,Aug
8,102594.3,2008,10005922,Aug
8,106274.24,2008,10006836,Aug
8,107911.44,2008,10025304,Aug
8,109404.04,2008,10025552,Aug
8,113667.99,2008,10018363,Aug
8,118922.71,2008,10021222,Aug
8,119508.78,2008,10019942,Aug
8,128698.51,2008,10022167,Aug
8,132538.41,2008,10010923,Aug
8,135926.82,2008,10010935,Aug
8,139618.29,2008,10026868,Aug
8,179418.04,2008,10009653,Aug
8,227069.36,2008,10023471,Aug
8,319327.61,2008,10024999,Aug
8,1209787.11,2008,10002154,Aug
8,1624967.3,2008,10025039,Aug
8,0,2008,10015325,Aug
8,0,2008,10025269,Aug
8,0,2008,10022755,Aug
